%
@relation cancer
@attribute BR_BR8T real
@attribute BR_BR10T real
@attribute BR_BR14T real
@attribute BR_BR16T real
@attribute BR_BR17T real
@attribute BR_BR20T real
@attribute BR_BR6T real
@attribute BR_BR15T real
@attribute BR_BR21T real
@attribute BR_BR29T real
@attribute BR_BR31T real
@attribute BR_BR32T real
@attribute BR_U1 real
@attribute BR_U16 real
@attribute BR_UX7 real
@attribute BR_UX8 real
@attribute BR_UX19 real
@attribute BR_B24T real
@attribute BR_B46T real
@attribute BR_B30T real
@attribute BR_B34T real
@attribute BR_B36T real
@attribute BR_B37T real
@attribute BR_B38T real
@attribute BR_B39T real
@attribute BR_B41T real
@attribute PR_PR29T real
@attribute PR_PR13BT real
@attribute PR_PR8T real
@attribute PR_PR21T real
@attribute PR_PR27T real
@attribute PR_PR9T real
@attribute PR_PR7T real
@attribute PR_PR19T real
@attribute PR_PR5T real
@attribute PR_PR24T real
@attribute PR_U40 real
@attribute PR_U41 real
@attribute PR_PR4 real
@attribute PR_PR3 real
@attribute PR_PR1 real
@attribute PR_PR10 real
@attribute PR_PR22 real
@attribute PR_PR12 real
@attribute PR_PR31 real
@attribute PR_PR30 real
@attribute PR_PR26 real
@attribute PR_PR16 real
@attribute PR_PR23 real
@attribute PR_PR6 real
@attribute PR_PR11 real
@attribute PR_PR17 real
@attribute LU_A_LU_A31T real
@attribute LU_A_LU_A34T real
@attribute LU_A_LU_A39T real
@attribute LU_A_LU_A8T real
@attribute LU_A_LU_A20T real
@attribute LU_A_LU_A5T real
@attribute LU_A_LU_A6T real
@attribute LU_A_LU_A17T real
@attribute LU_A_LU_A18T real
@attribute LU_S_LU_S19T real
@attribute LU_S_LU_S24T real
@attribute LU_S_LU_S25T real
@attribute LU_S_LU_S12T real
@attribute LU_S_LU_S13T real
@attribute LU_S_LU_S14T real
@attribute LU_S_LU_S11T real
@attribute LU_S_LU_S7T real
@attribute LUA_U17 real
@attribute LUA_UX4 real
@attribute LUA_LU40T real
@attribute LUA_LU44T real
@attribute LUA_LU33T real
@attribute LUS_U2 real
@attribute LUS_U19 real
@attribute LUS_LU41T real
@attribute LUS_LU30T real
@attribute LUS_LU26T real
@attribute LUS_LU36T real
@attribute CO_CO7T real
@attribute CO_CO9T real
@attribute CO_CO42T real
@attribute CO_CO15T real
@attribute CO_CO40T real
@attribute CO_CO27T real
@attribute CO_CO30T real
@attribute CO_CO32T real
@attribute CO_CO20T real
@attribute CO_CO24T real
@attribute CO_CO8T real
@attribute CO_U6 real
@attribute CO_U12 real
@attribute CO_CO14T real
@attribute CO_CO21T real
@attribute CO_CO23T real
@attribute CO_CO5T real
@attribute CO_CO43T real
@attribute CO_CO44T real
@attribute CO_CO49T real
@attribute CO_CO51T real
@attribute CO_CO56T real
@attribute CO_CO61T real
@attribute class_label real
@data
20,33.14,20,20,20,20,20,359.86,20,995.15,20,699.34,24.44,20,20,20,58.53,20,20,20,400.71,20.52,20,261.17,20,20,20,20,23.29,20,23.95,31.26,31.42,20,20,23.26,20,20,20,20,20,72.74,112.85,20,20,20,27.29,20,20,20,20,20,203.4,137.19,26.85,241.95,21.14,1809.93,47.53,40.24,34.61,66.13,20,24.59,86.72,49.37,20,582.53,33.33,20,113.41,20,77.84,857.27,69.42,45.41,20,20,20,20,168.14,144.58,159.59,89.31,344.91,38.12,394.14,180.16,175,74.15,262.51,34.68,50.87,510.8,190.96,360.65,65.4,111.97,34.32,417.78,657.52,385.6,31.86,2
4324.94,989.05,3513.47,2268.65,2890.75,2468.09,3443.18,3448.35,3801.57,2807.46,2797.11,2925.9,4432.45,1771.28,2959.05,3231.26,3054.98,3246.57,2925.45,3892.35,3187.43,3375.18,2491.98,3735.56,2899.02,2665.16,2230.69,2106.62,2894.11,2576.6,2183.59,2863.44,2339.53,2558.43,2175.27,2864.89,2545.79,2909.95,2570.7,2431.18,1978,2732.04,2384.88,2407.61,2580.83,2228.67,1810.68,1999.27,1741.6,2248.58,2982.88,2545.79,838.62,3916.97,3104.82,3120.68,2375.22,3632.52,1416.23,2273.45,1166.91,1997.79,2488.53,2415.56,2721.3,1980.74,2763.27,2239.97,1661.38,3122.22,2718.67,2698.63,2138.96,3025.31,2155.21,2491.38,2083.23,1918.65,2408.6,2064.39,2218.1,3242.53,2929.92,1637.27,2659.86,2679.09,2436.72,2973.09,2461.7,3961.73,2654.04,2404.2,3194.08,2393.52,2587.22,3040.76,2471.47,2500.66,2190.83,1863.43,2655.07,3485.79,2782.84,2
1444.87,748.33,1236.26,1269.84,1644.6,1554.76,1392.08,2142.93,1220.19,1448.5,860.17,1531.58,824.97,1705.82,1390.83,1459.41,2162.42,1471.1,821,990.76,1458.18,1504.52,892.84,1723.1,1059.42,477.69,1146.03,1212.41,1375.24,1672.64,1300.19,1472.05,1536.3,1106.73,1413.88,2123.47,1254.33,1350.05,2076.69,1960.34,1292,1285.04,1475.07,1479.12,1324.91,1219.52,1159.44,1224.93,1219.22,1468.75,1385.35,1254.33,1660.55,1036.99,1171.92,1688.72,885.05,1746.68,1456.97,1861.54,761.46,1058.01,964.16,1178.27,999.32,1606.51,1001.86,1016.46,1146.3,1208.74,1106.88,1031.8,1093.74,1428.45,1222.23,1817.21,1125.03,1105.4,1536.77,1377.29,1626.07,1689.51,1495.47,1630.09,2019.75,1285.7,1555.44,1142.65,1637.6,1748.88,1243.41,1430.07,1360.79,1331.8,1627.54,1048.61,855.76,1286.67,1109.72,1031.77,1548.63,1152.95,1561.02,2
2265.14,775.37,1735.92,1806.59,2321.96,1691.81,3027.81,2759.98,1733.21,2356.34,2436.46,2166.65,1265.98,387.63,955.16,1669.08,1635.66,1946,1104.66,1724.17,1867.46,1543.4,2683.92,1291.79,1592.2,1398.73,1490.32,1854.87,1574.19,2594.42,2126.1,1956.01,1960.43,1986.89,1516.9,2378.36,2085.67,1939.06,1973.99,1602.46,1629,1929.98,2385.88,2040.53,2078.08,1501.89,1549.06,1353.55,1574.86,1779.72,1667.57,2085.67,831.32,1510.1,2110.49,2191.39,1123.68,2028.88,1113.58,2142.14,1248.99,1096.08,993.7,914.69,1774.63,626.02,1502.29,2515.38,694.85,2313.88,1513.65,1254.11,1768.99,2107.17,1052.88,884.42,795.36,1185.72,1135.33,1300.03,1396.51,1044.44,1069.27,1778.93,1441.26,1114.14,3006.27,2446.55,1340.63,1910.95,1028.54,1487.19,1378.39,1511.85,1110.49,1749.7,1327.39,2080.28,1394.77,1661.37,1244.86,2718.43,1139.37,1
31.18,55.82,20,48.02,20,197.36,109.48,96.18,114.97,85.07,69.44,80.61,30.55,245.16,28.27,22.61,42.85,26.98,38.95,45.29,20,20,20,20.59,20,29.29,20,20,20,30.41,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21.79,20,20,20,20,20,20,97,29.25,76.41,63.2,43.3,27.25,204.67,20,20,26.05,49.54,20,33.04,86.89,20.77,24.77,63.63,20,38.17,20,20,32.46,20,33.56,21.85,20,27.79,22.66,136.93,38.42,34.73,209.41,20,122.95,132.09,102.52,129.4,48.73,30.83,107.1,41.09,20,20,26.27,64.48,51.07,20,25.38,20,20,20,0
63.425,64.105,77.33,62.425,95.63,53.18,163.68,143.725,139.37,129.85,106.225,134.53,75.88,53,33.14,40.08,91.975,51.27,70.415,127.02,59.465,110.17,172.53,94.825,102.66,148.455,127.55,129.395,150.92,199.25,105.395,115.95,226.725,131,123.135,147.315,292.58,87.815,171.515,138.955,120,123.17,144.315,135.445,223.495,168.19,188.22,85.305,119.995,144.96,121.54,292.58,43.81,88.77,137.33,76.54,84.58,41.14,52.38,41.295,68.725,45.085,47.16,44.75,71.75,24.81,59.835,105.015,64.64,88.495,182.115,60.31,80.36,90.295,67.315,42.935,49.15,108.935,88.005,101.47,59.405,32.86,22.205,42.085,83.495,23.82,73.965,100.53,37.12,55.08,42.975,80.58,20,60.67,56.31,42.935,45.595,120.805,20.485,21.47,25.38,53.37,37.48,1
156.96,144.78,353.43,377.22,101.11,319.61,132.02,178.31,140.46,269.775,168.925,139.98,163.975,145.415,134.015,55.735,113.4,364.805,130.84,136.405,276.425,147.43,259.87,130.59,196.075,126.74,94.945,113.29,164.505,174.605,104.435,127.04,71.735,75.055,95.175,93.525,194.405,81.055,80.625,85.47,33,123.17,141.315,108.945,108.205,128.87,127.99,96.245,116.135,105.255,132.87,194.405,221.65,177.54,146.62,138.255,104.215,64.225,237.17,175.775,92.96,82.155,117.665,102.29,75.88,236.975,103.845,56.47,98.47,80.4,239.37,123.12,119.28,137.465,107.29,108.58,124.12,150.1,190.935,175.64,143.48,91.5,189.165,234.56,87.47,236.84,209.225,126.405,282.655,199.145,120.975,129.03,149.185,86.11,193.895,352.06,115.145,229.83,76.27,150.815,147.075,142.315,95.105,2
163.41,68.03,80.3,91.77,163.36,317.97,62.25,178.31,139.92,163.43,122.29,184.09,65.18,154.02,165.69,133.61,59.57,197.51,68.92,61.85,100.71,46.44,138.02,175.56,69.81,83.82,111.25,93.65,86.38,123.74,78.57,64.53,43.98,100.7,60.83,84.32,175.84,116.18,93.46,20.99,79,128.99,147.81,100.11,98.28,114.66,68.7,104.99,119.51,116.73,131.84,175.84,82.4,33.29,55.76,57.28,74.51,91.47,172.66,96.36,116.69,41.08,88.6,71.8,76.39,64.18,38.57,44.58,34.34,32.38,141.77,111.65,99.06,83.19,63.11,58.24,46.67,91.36,130.72,151.43,174.19,64.71,125.8,231.99,71.57,184.9,181.75,80.62,140,121.82,114.91,71.4,33.26,134.06,195.85,186.89,107.78,151.26,125.84,192.3,107.66,152.89,91.82,0
20,59.31,161.6,180.34,199.22,20,20,423.61,20,175.75,52.85,20,20,20,20,671.12,401.34,196.43,45.94,55.23,341.78,245.17,266.34,56.35,20,20,692.42,489.4,547.38,731.98,931.31,1088.91,768.67,652.66,894.83,964.33,577.35,261.18,676.82,608.79,694,610.03,1089.57,919.66,1402.4,642.45,970.28,521.47,727.67,827.67,1123.73,577.35,20,20,597.84,135.3,193.32,20,20,79.42,170.09,207.39,20,112.12,89.82,20,38.57,57.46,26.26,133.82,20,211.34,21.23,20,120.96,20.73,168.8,55.22,20,90.65,20,20,20,20,232.59,20,97.22,157.26,20,20,125.18,58.14,38.15,135.04,20,110.11,20,213.14,132.52,195.23,203.79,302.9,91.82,2
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,68.09,21.15,34.94,201.35,42.16,62.51,56.55,234.03,84.38,225.82,20,371.96,63.68,20,189,38.79,502.34,107.96,20,20,20,317.61,178.3,20,32.96,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2
127.93,88.09,35.69,81.1,40.84,46.05,314.48,139.4,136.66,42.54,57,53.38,451.19,182.26,85.77,146.97,256.06,20,37.95,616.33,20,70.2,175.76,250.34,134.48,237.33,207.15,243.69,230.01,353.4,309.48,221.82,415.75,245.21,376.77,255.86,90.85,145.9,319.41,437.85,287,127.05,126.83,323.89,479.12,149.72,197.63,272.99,348.9,332.02,387.28,90.85,273.28,47.41,51.63,98.76,166.13,151.8,177.51,156.72,264.04,56.11,39.06,41.31,57.81,52.33,61.32,71.33,52.52,105.76,49.07,117.64,65.71,57.83,23.14,26.65,44.68,31.12,95.73,54.6,92.63,78.86,150.2,114.97,92.44,20,100.39,110.48,20,98.51,78.47,133.62,149.68,111.55,148.85,62.63,44.22,74.65,42.9,133.73,153.81,36.54,129.3,0
20,186.65,88.23,58.69,31.88,27.41,34.35,33.5,26.03,29.1,68.4,30.5,20,34.66,20,27.75,20,80.95,86.89,54.12,42.86,34.56,54.99,32.51,57.49,61.6,37.4,52.36,33.97,54.53,28.74,27.22,45.03,31.7,37.28,45.55,35.17,63.04,42.11,21.99,44,22.31,34.95,21.59,20,20.85,20,53.37,28.91,22.96,67.98,35.17,20,32.28,38.2,26.66,40.28,20,33.95,28.59,20,26.05,23.82,43.28,38.2,54.31,32.64,20,47.47,87.42,20,20,30.33,49.71,30.5,35.53,36.74,50.2,55.58,30.9,59.4,60.66,31.92,50.3,20,95.31,52.83,32.85,23.33,73.09,27.09,40.8,20,20,20,32.33,71.85,20,58.16,20,47.1,25.96,49.66,2
20,20,20,20,20,20,32.2,20,20,85.07,106.74,20,41.76,20,82.85,20,20,20,74.91,33.14,35.36,65.88,20,100.79,39.01,34.34,42.2,36.25,39.79,68.16,34.49,31.26,87.97,93.24,52.98,38.77,82.06,40.53,42.11,74.97,44,60.13,81.89,88.33,95.45,20,64.94,29.75,63.61,34.45,95.79,82.06,54.24,78.68,79.5,56.29,157.07,67.14,135.8,80.48,111.75,112.21,20,68.85,20,51.35,137.47,45.57,80.8,20,138.5,168.48,136.46,111.6,91.51,62.19,115.18,127.51,145.13,165.85,43.29,79.88,66.65,92.39,73.55,20,49.66,20,20,245.75,32.7,20,65.54,75.35,20,49.5,20,20,37.18,79.07,35.57,20,73.08,2
89.23,191.01,197.29,74.7,20,66.88,76.21,184.79,20,255.22,157.53,20,118.14,365.81,152.05,20,24.04,83.11,27.97,155.74,367.49,111.25,20,68.27,36.96,87.86,28.77,20,20,20,39.28,141.16,49.22,20,20,20,42.01,47.73,20,20,90,20,20,20,20,20,20,20,20,20,20,42.01,525.7,290.52,257.1,450.33,154.05,364.91,599.47,440.5,874.2,145.28,284.87,77.7,20,37.52,178.02,21.8,37.37,180.23,223.56,495.46,20,155.22,448.08,154.97,20,223.89,20,63.87,20,20,697.51,412.65,216.69,20,20,20,129.4,20,20,858.86,120.33,914.94,20,364.69,36.85,20,20,20,20,20,484.42,0
139.76,231.13,260.73,195.28,303.82,424.32,425.03,485.21,402.39,226.12,277.74,214.6,555.07,437.69,192.01,238.44,464.05,239.61,149.82,483.78,361.06,577.83,211.35,490.92,352.11,463.55,168.79,168.17,228.07,203.44,194.5,141.16,211.54,167.83,162.88,179.3,113.32,237.77,255.74,269.91,204,150.32,236.69,184.52,272.16,165.82,331.27,159.24,214.93,245.91,196.73,113.32,232.6,282.45,273.62,180.72,163.11,68.12,219.22,175.78,230.42,88.17,205.79,60,229.18,170.82,123.63,189.22,174.72,945.41,194.11,167.48,83.9,144.06,171.45,75.02,68.51,104.42,172.92,141.13,416.84,206.26,158.65,314.11,437.35,304.98,318.06,220.97,312.88,254.23,327.9,377.41,78.26,396.31,275.17,291.95,212.79,260.28,208.79,186.44,343.18,251.94,273.6,0
1011.63,1344.03,564.1,849.41,1516.1,1656.73,1268.65,2181.83,1836.25,1307.46,689.17,1703.69,1705.96,2103.72,710.52,2475.86,1081.73,806.25,921.88,682.6,1558.9,730.12,887.45,2332.15,960.87,708.96,1277.42,1158.04,1036.52,2270.38,1614.46,1556.74,1620.08,959.41,1776.91,1979.06,973.96,781.75,1841.5,1985.33,1364,1217.15,1543.98,1275.95,1067.86,1534.11,942.99,1293.18,1212.47,1370.2,1553.24,973.96,1144.24,1130.81,1373.27,1964.25,1535.49,2006.5,1696.57,2109.32,1484.36,1145.17,651.67,1904.12,2161.76,1098,1103.72,1770.38,828.16,1236.8,981.47,1604.03,1207.97,1457.87,476.48,986.09,806.28,380.52,1142.54,735.52,735,1018.15,870.25,742.16,1036.71,650,807.31,1099.85,1701.24,772.22,1047.23,2260.37,1094.69,1640.04,935.2,872.83,985.64,1331.85,1921.03,1797.05,2723.32,1550.09,1178.73,2
463.885,397.715,323.685,369.215,258.995,432.545,355.265,424.155,367.14,338.615,336.295,341.5,375.315,788.735,300.68,199.9,284.805,291.415,291.645,332.465,223.925,211.15,293.3,282.305,294.11,271.665,125.63,127.89,167.905,153.11,162.4,166.865,185.885,152.445,155.025,129.385,198.8,128.79,161.76,213.93,121.5,202.695,191.25,127.595,170.105,191.88,184.46,169.3,223.12,165.055,158.105,198.8,711.89,307.165,249.87,487.36,313.645,359.065,418.565,312.905,501.375,211.9,281.53,240.965,268.93,403.85,259.115,364.58,394.89,387.985,327.7,292.095,216.825,483.93,352.36,291.68,122.135,142.57,316.515,329.645,256.75,298.775,327.165,344.39,225.135,330.24,272.625,324.485,372.81,370.22,305.015,353.95,362.45,255.89,293.78,345.495,249.175,514.175,370.86,315.29,221.575,263.48,344.345,2
67.73,109.89,24.78,173.94,142.45,202.84,149.19,65.92,236.45,221.64,123.33,201.52,88.61,103.97,39.96,101.75,20,75.55,20,164.57,262.49,162.01,73.33,248.17,46.2,366.6,54.66,20,129.08,51.39,88.15,20,67.02,71.79,39.25,63.97,20,20,52.38,20,137,20,55.93,44.17,131.36,71.07,85.64,20,20,105.25,20,20,119.95,37.32,58.85,128.38,156.07,162.5,219.22,20,82.08,20,20,77.7,199.25,103.68,20,20,160.58,123.03,20,20,107.15,20,54.7,125.36,20,20,20,20,120.82,63.7,35.67,20,20,34.31,267.34,20,28.64,30.72,70.06,20,107.61,20,20,20,67.24,44.2,46.71,79.07,20,20,22.49,0
61.28,64.54,66.42,56.56,42.83,194.07,108.4,86.45,72.67,62.69,58.04,56.64,103.89,301.63,35.09,39.05,20,99.3,75.91,60.75,62.14,68.04,64.7,67.19,69.81,43.43,20,20.14,43.67,20,20,37.31,34.56,20.51,25.51,30.04,20,54.04,20,20,20,32.97,42.94,20,24.57,20,20,20,20,20,20,20,75.1,46.4,33.04,58.27,70.48,70.06,98.94,77.3,61.31,52.1,43.83,20,20,101.7,81.1,24.77,65.65,50.72,49.07,47.85,20,20,70.47,37.51,20,20,52.5,79.32,69.47,77.85,67.59,82.12,76.54,84.82,80.31,50.76,118.79,105.93,73.8,94.86,77.28,20,20,45.46,53.43,20,20,26.36,55.75,20,20,2
594.5,420.39,583.93,772.58,196.24,440.77,569.93,512.23,394.8,622.39,540.97,569.71,370.73,1473.5,745.61,525.18,545.57,526.7,161.8,320.31,528.2,434.18,473.38,611.21,277.17,269.65,185.09,190.32,243.6,317.75,183,189.55,325.69,191.14,338.51,200.62,220.78,244.97,293.74,237.92,211,314.23,253.67,188.45,204.12,275.74,271.98,275.61,258.3,218.16,271.92,220.78,555.95,301.62,338.67,357.5,354.42,382.42,713.94,223.43,338.21,268.51,234.37,299.98,306.61,593.43,554.83,327.92,301.98,304.34,825.53,375.83,20,181.6,458.6,368.18,270.09,325.3,329.38,333.76,491.34,414.54,273.18,180.66,424.43,338.34,483.96,545.45,420.01,502.1,447.48,470.23,371.75,239.74,330.01,473.79,81.98,261.26,293.64,341.64,290.31,214.44,311.08,0
218.24,163.1,305.35,307.32,244.05,366.21,344.53,771.58,360.09,144.4,644.61,221.13,344.25,355.54,345.03,371.02,269.65,172.69,335.59,309.27,221.78,248.41,352.61,286.1,349.03,136.34,257.02,321.23,270.78,309.36,234.74,249.04,294.27,224.7,245.29,283.97,327.26,223.36,246.49,271.91,355,233.73,226.7,217.89,261.77,341.12,347.27,216.11,321.91,194.24,271.92,327.26,347.34,327.84,236.45,464.15,381.61,452.48,240.57,331.43,737.73,253.48,298.2,413.08,374.75,234.02,304.61,316.03,326.22,447.88,360.96,362.88,611.56,275.95,305.03,296.12,363.42,350.4,383.93,364.67,269.84,315.46,333.27,280.24,576.5,235.41,421.62,347.37,394.55,447.02,208.32,286.63,275.87,381.63,577.77,435.41,136.33,815.22,226.9,379.71,586.38,334.64,355.12,1
504.2,542.78667,380.36333,626.03,288.54333,849.37667,350.61333,405.60333,477.23,555.59333,561.01,255.99,301.81,404.56333,308.31667,211.19,340.02,426.32667,595.27333,809.98333,205.35333,429.86333,354.04667,312.83,344.24,519.76667,82.79667,80.84667,166.15667,96.15333,115.93667,161.99333,140.68,139.06333,75.55,75.15667,113.8,164.87667,102.36333,191.27333,144.66667,155.37667,124.50333,137.86,189.94667,271.35333,154.02667,118.07667,206.49667,108.73,101.62667,113.8,675.61333,239.41,140.55,268.94667,282.59667,292.25,332.59333,220.25,575.54667,229.75667,255.33,131.57667,132.96,124.49667,138.13,214.65333,132.64333,243.19,143.22333,235.95667,168.74,210.24667,259.80333,170.85333,153.29667,120.45333,220.07667,158.64,313.75667,174.24333,305.41667,108.63333,281.95667,161.06667,95.07333,164.59333,121.92,267.25,188.08333,322.66667,205.91,193.75,268.97,194.97333,151.68333,197.53667,142.37333,122.01333,210.84333,242,303.89667,2
352.62,332.3,218.1,329.73,492.08,609.62,354.19,758.62,382.87,901.12,214.52,269.06,225.09,657.17,166.67,189.11,296.82,316.24,279.66,261.77,310.71,200.89,267.42,675.15,344.93,207.03,92.07,140.98,173.72,183.52,143.72,171.4,157.09,154.77,94.19,141.5,151.42,205.34,135.57,117.96,101,238.58,159.79,139.37,126.63,137.4,109.17,195.99,160.96,143.53,138.02,151.42,305.62,148.29,131.13,132.33,172.18,189.75,308.47,207.54,212.62,158.3,111.47,124.91,144.53,273.51,224.5,117.89,113.12,156.49,241.01,167.48,163.76,211.02,153.57,152.01,130.08,205.82,243.95,256.5,319.17,244.68,193.39,394.18,149.1,287.83,320.18,152.29,379.7,335.79,152.27,148.92,221.09,104.7,104.78,152.54,247.79,118.85,144.91,57.59,49.03,125.01,83.39,2
599.88,238.98,536.34,444.98,275.93,688.57,358.49,470.08,668.12,320.15,3031.32,532.68,337.12,686.69,566.27,302.16,418.06,260.11,619.25,526.86,338.56,241.93,401.13,539.69,322.34,428.2,676.11,699.86,690.04,454.08,579.67,737.03,600.07,782.26,538.67,512.69,692.62,635.85,678.88,673.77,758,999.9,621.19,485.84,568.9,619.71,1035.21,580.09,1199.94,620.03,636.54,692.62,582.03,478.15,324.21,341.69,390.67,274.41,359.88,530.51,655.65,386.73,291.54,404.23,413.98,413.72,359.01,244.7,441.35,358.31,426.39,560.26,326.5,333.78,276.63,291.19,463.71,229.92,314.97,407.93,466.17,382.19,1097.43,356.2,404.55,530.86,553.7,436.96,413.64,444.9,337.24,450.85,570.34,438.39,709.97,667.76,258.85,1058.8,385.16,532.97,569.08,393.29,1012.88,0
60.2,72.39,37.67,55.49,52.79,115.13,52.59,78.89,152.93,90.67,69.44,86.06,61.11,137.34,65.3,40.08,108.7,43.17,99.88,159.05,49.28,27,70.09,54.19,20,21.21,37.4,84.59,61.14,79.7,20,20,36.65,55.94,56.91,20,43.96,27.92,38,30.99,33,20,27.96,47.11,34.97,40.75,20,35,61.68,71.76,55.62,43.96,102.22,31.27,38.2,28.64,34.23,20,81.48,60.36,20,41.08,20,20,36.13,54.31,52.42,24.77,26.26,35.61,37.08,66.79,40.43,107.54,38.92,25.66,23.83,37.15,78.23,41.21,97.66,65.72,75.1,143.71,53.67,115.32,107.78,20,114.55,54.02,51.38,72.42,64.57,65.56,78.34,56.57,20,83.49,47.67,61.5,56.72,31.73,21.55,0
312.84,233.74,234.96,188.88,193.25,269.73,269.4,354.45,207.16,184.7,255.98,264.7,188.42,684.13,158.87,116.14,150.5,323.79,201.76,152.42,141.43,194.41,171.45,334.87,170.41,122.2,58.5,57.4,128.11,109.06,58.45,102.84,109.96,82.05,79.48,69.78,84.99,190.93,142.76,83.97,72,151.29,71.91,70.67,56.7,99.49,79.99,53.37,65.54,125.35,78.28,84.99,75.1,187.63,184.82,130.36,157.07,91.47,383.16,101.65,130.54,79.15,96.23,84.58,117.69,190.57,186.92,116.9,92.92,582.79,278.08,120.63,81.88,185.66,172.5,111.54,96.32,173.69,238.8,157.61,257.75,223.45,241.27,433.18,165.99,245.89,338.14,44.79,555.77,397.23,127.98,222.37,134.02,215.28,337.85,307.11,175.02,301.53,100.1,237.2,577.73,133.66,177.09,1
30.1,185.77,102.11,129.12,20,283.98,22.54,255.03,188.72,269.78,75.65,218.95,29.54,20,211.5,20,84.66,85.27,160.8,59.64,20,267.85,190.86,120.29,260.75,64.63,60.42,152.06,120.35,54.53,129.35,211.73,203.16,124.01,49.06,163.79,20,81.06,93.46,259.91,52,152.26,187.75,47.11,125.69,140.24,20,20,117.58,187.54,45.32,20,156.46,20,225.09,83.94,124.85,152.77,248.33,137.66,141.41,76.14,35.25,57.04,20,414.71,120.66,43.59,182.8,229.88,139.59,20,136.46,363.2,67.32,33.56,183.7,85.34,139.99,191.6,20,88.97,45.06,248.41,213.7,20,45.44,185.13,20,20,114.91,148.92,60.65,116.45,145.91,358.63,203.58,273.05,136.33,126.9,103.82,100.01,154.6,1
151.58,369.8,326.17,246.5,206.2,809.18,273.69,406.32,442.52,302.24,315.05,357.3,181.29,148.89,159.84,730.73,735.79,250.4,186.77,509.19,477.85,494.67,451.81,147.38,436.29,321.15,1049.17,1394.68,1022.93,1347.55,777.05,1127.23,1160.34,1001.37,929.18,762.74,950.52,750.23,977.75,899.7,838,1299.58,948.76,795.99,1180.32,609.28,1037.1,795.33,1280.9,1815.13,1299.86,950.52,416.18,600.2,321.12,329.84,359.46,543.95,423.9,835.47,436.11,411.78,373.47,530.12,416.04,205.38,679.44,166.44,793.83,436.01,370.78,720.77,755.1,532.63,470.17,297.11,821.18,392.56,430.25,601.6,404.76,243.67,466.57,396.23,299.18,575.66,433.24,352.35,316.07,510.58,364.33,502.87,197.61,392.4,275.17,521.27,190.68,764.14,213.55,322.12,757.49,688.5,206.14,1
155.88,86.35,99.14,138.72,170.34,222.58,203.93,114.55,90.02,173.51,221.78,164.49,263.79,84.71,46.78,145.94,134.82,300.05,198.76,159.05,152.14,288.38,134.79,206.99,107.79,212.08,173.58,142.99,167.9,167.79,149.47,186.53,238.77,173.42,137.36,120.18,117.23,191.83,145.84,276.91,224,127.05,194.75,178.63,168.21,179.09,202.34,52.5,136.86,155.97,222.48,117.23,123.08,112.98,238.51,66.17,96.66,193.64,72.75,112.24,178,104.2,135.29,236.05,113.56,78.99,129.56,154.55,165.63,152.17,20,139.57,173.87,157.25,130.43,168.79,130.08,165.66,98.81,143.19,106.73,129.42,229.06,119.07,144.13,100.07,71.85,115.46,82.73,167.37,84.08,107.1,83.15,154.61,27.42,89.91,60.8,110.01,118.22,77.11,138.43,76.93,160.22,1
543.98,415.16,772.29,670.14,473.16,743.39,430.4,432.26,592.2,624.63,481.9,543.57,449.15,1193.69,320.66,279.55,423.29,660.54,489.41,490.41,410.35,212.77,482.01,590.62,423.97,423.15,294.42,335.33,303.77,374.38,254.86,266.18,387.48,264.79,260.01,388.64,390.76,464.73,323.52,345.88,299,261.86,265.65,276.78,306.18,307.96,363.27,383.23,315.16,437.28,164.8,390.76,352.55,404.51,341.77,288.37,248.7,115.8,417.11,342.02,414.35,287.55,196.26,330.47,261.19,446.31,355.05,285.32,65.65,549.33,435.12,350.91,323.47,329.72,334.48,287.24,293.92,437.74,331.44,229.72,462.15,405.44,513.51,502.99,354.85,446.04,589.63,534.5,552.58,592.14,287.73,353.95,315.01,302.37,338.83,478.84,441.23,407.61,370.86,388.5,428.73,361.56,364.49,2
132.23,225.02,274.61,451.38,288.88,794.92,398.2,341.48,391.55,372.76,228,299.56,193.51,698.25,169.59,260.02,226.8,222.34,189.77,184.46,259.28,194.41,163.9,273.1,222.76,195.92,78.64,137.96,210.6,237,269.24,201.65,216.78,292.77,167.78,207.4,154.35,195.44,334.82,181.94,180,168.75,123.84,183.54,178.61,295.64,202.34,134.74,145.53,94.73,144.2,154.35,250.33,268.33,150.75,172.82,417.85,142.07,416.14,324.02,270.96,445.85,255.33,488.82,392.3,316.96,432.19,255.6,206.03,234.19,321.7,310.04,239.57,300.3,264.01,306.98,284.98,313.25,673.17,498.58,298.03,172.89,177.43,316.16,125.24,264.95,409.99,150.3,275.76,282.83,141.06,180.54,360.01,143.85,209.56,200.02,179.63,133.58,163.98,134.71,68.25,83.66,209.88,0
